year,round,circuit_ref,circuit_type,driver_code,constructor_ref,grid_position,finish_position,is_dnf,pos_gain,points_scored,laps_completed,status_finished,pace_delta_ms,avg_fast_corner_kmh,avg_medium_corner_kmh,avg_slow_corner_kmh,avg_speed_kmh,full_throttle_pct,min_speed_kmh,top_speed_kmh,avg_lap_ms,min_lap_ms,std_lap_ms,total_valid_laps,avg_tyre_life,max_tyre_life,personal_bests,soft_pct,medium_pct,hard_pct,lap_consistency,pb_rate,s1_best_ms,s2_best_ms,s3_best_ms,total_best_ms,s1_delta_ms,s2_delta_ms,s3_delta_ms,total_sector_delta_ms,ct_desert,ct_high_speed,ct_mixed,ct_street,lap_time_delta_pct,best_lap_delta_pct,grid_position_pct,top3_finish
2022,3,albert_park,street,VER,red_bull,0,18,0,,0.0,38,1,-3.4164128289473594,238.0,152.0,75.0,218.0,63.0,55.0,312.0,94887.84210526316,81677.0,22873.013665377755,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24105315452325007,0.0,,,,,,,,,0,0,0,1,2.9251133697811484,-1.0035755408763105,-0.05263157894736842,0
2022,3,albert_park,street,VET,aston_martin,0,19,0,,0.0,22,1,-12.522666666666671,238.0,152.0,75.0,218.0,63.0,55.0,312.0,94697.45454545454,85189.0,16703.55422607865,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17638862951760742,0.0,,,,,,,,,0,0,0,1,2.7185994398325732,3.2531361735652387,-0.05263157894736842,0
2022,3,albert_park,street,SAI,ferrari,0,20,0,,0.0,1,1,-4.37517193206874,238.0,152.0,75.0,218.0,63.0,55.0,312.0,99028.0,99028.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0,0,0,1,7.41595446417408,20.026665050602993,-0.05263157894736842,0
2022,4,imola,mixed,VER,red_bull,0,1,0,,26.0,63,1,-8.172874138471176,,,,,,,,87745.80952380953,78446.0,14567.462934575478,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1660189017986397,0.0,,,,,,,,,0,0,1,0,-1.7524460488313836,-3.4368152834880226,-0.05263157894736842,1
2022,4,imola,mixed,PER,red_bull,0,2,0,,18.0,63,1,-8.172874138471176,,,,,,,,88008.14285714286,78949.0,14591.750642121162,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16580000632222042,0.0,,,,,,,,,0,0,1,0,-1.4587156876924565,-2.8176469140057607,-0.05263157894736842,1
2022,4,imola,mixed,NOR,mclaren,0,3,0,,15.0,63,1,-5.986085152298853,,,,,,,,88298.73015873016,80903.0,14166.649596176561,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16044001505695374,0.0,,,,,,,,,0,0,1,0,-1.1333498184257687,-0.41236859597725206,-0.05263157894736842,1
2022,4,imola,mixed,RUS,mercedes,0,4,0,,12.0,63,1,-6.786986539978257,,,,,,,,88420.50793650794,80962.0,14164.400606601424,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1601936127393935,0.0,,,,,,,,,0,0,1,0,-0.9969972238436937,-0.33974248504394494,-0.05263157894736842,0
2022,4,imola,mixed,BOT,alfa,0,5,0,,10.0,63,1,-7.444570922305764,,,,,,,,88431.22222222222,80758.0,14602.823870131391,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16513199188218153,0.0,,,,,,,,,0,0,1,0,-0.9850006126154861,-0.5908564957286,-0.05263157894736842,0
2022,4,imola,mixed,LEC,ferrari,0,6,0,,8.0,63,1,-6.681296763922379,,,,,,,,88635.84126984127,78574.0,14864.73711149152,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16770571473719753,0.0,,,,,,,,,0,0,1,0,-0.755891997292555,-3.2792535512937295,-0.05263157894736842,0
2022,4,imola,mixed,TSU,alphatauri,0,7,0,,6.0,63,1,-7.661973878942881,,,,,,,,88715.80952380953,80544.0,14401.586275596741,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16233393295849538,0.0,,,,,,,,,0,0,1,0,-0.666352845636601,-0.8542800167409341,-0.05263157894736842,0
2022,4,imola,mixed,VET,aston_martin,0,8,0,,4.0,63,1,-7.551154590090082,,,,,,,,88871.07936507936,81211.0,14167.314307487786,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15941422573803726,0.0,,,,,,,,,0,0,1,0,-0.49249973299298955,-0.03323567788473374,-0.05263157894736842,0
